Store,Name,Store Status,Address,City,State,Zip Code,Store Address,Report Date
4744,Walgreens #03875 / Cedar Rapids,A,2821 1st Ave SE,Cedar Rapids,IA,52402,"2821 1st Ave SE
Cedar Rapids, IA 52402
(42.005508, -91.634824)",10/01/2018
4745,Walgreens #05042 / Cedar Rapids,A,3325 16th Ave SW,Cedar Rapids,IA,52404,"3325 16th Ave SW
Cedar Rapids, IA 52404
(41.963477, -91.715363)",10/01/2018
4748,Walgreens #06186 / Davenport,A,4011 E 53rd St,Davenport,IA,52807,"4011 E 53rd St
Davenport, IA 52807
(41.574851, -90.514255)",10/01/2018
4749,Walgreens #05239 / Davenport,A,1660 W Locust St,Davenport,IA,52804,"1660 W Locust St
Davenport, IA 52804
(41.538253, -90.600599)",10/01/2018
4750,Walgreens #04041 / Davenport,A,1525 E Kimberly,Davenport,IA,52807,"1525 E Kimberly
Davenport, IA 52807
(41.556786, -90.552365)",10/01/2018
4751,Walgreens #03595 / Davenport,A,1720 W Kimberly Rd,Davenport,IA,52806,"1720 W Kimberly Rd
Davenport, IA 52806
(41.560071, -90.60138)",10/01/2018
4752,Gasland / Burlington,A,1003 Summer St,Burlington,IA,52655,"1003 Summer St
Burlington, IA 52655
(40.797114, -91.11479)",10/01/2018
4753,Casey's General Store #2521 / Adair,A,110 S 5th St,Adair,IA,50002,"110 S 5th St
Adair, IA 50002
(41.4954, -94.64345)",10/01/2018
4731,Walgreens #05060 / Clive,A,12753 University Ave,Clive,IA,50325,"12753 University Ave
Clive, IA 50325
(41.600487, -93.793613)",10/01/2018
4732,Walgreens #07967 / Clive,A,15601 Hickman Rd,Clive,IA,50325,"15601 Hickman Rd
Clive, IA 50325",10/01/2018
4733,Walgreens #03773 / Urbandale,A,4600 86th St,Urbandale,IA,50322,"4600 86th St
Urbandale, IA 50322
(41.644387, -93.736543)",10/01/2018
4734,Walgreens #04973 / Urbandale,A,7000 Douglas Ave,Urbandale,IA,50322,"7000 Douglas Ave
Urbandale, IA 50322
(41.629407, -93.712815)",10/01/2018
4754,Walgreens #12148 / Waverly,A,320 W Bremer Ave,Waverly,IA,50677,"320 W Bremer Ave
Waverly, IA 50677
(42.725721, -92.475049)",10/01/2018
4755,Walgreens #05941 / Mason City,A,1251 4th St SW,Mason City,IA,50401,"1251 4th St SW
Mason City, IA 50401
(43.148333, -93.220422)",10/01/2018
4756,Walgreens #03196 / Marshalltown,A,5 E Anson,Marshalltown,IA,50158,"5 E Anson
Marshalltown, IA 50158
(42.038119, -92.911565)",10/01/2018
4757,EZ Mart / Bondurant,A,1111 SE Lincoln St,Bondurant,IA,50035,"1111 SE Lincoln St
Bondurant, IA 50035
(41.692534, -93.457069)",10/01/2018
4759,Walgreens #10855 / Waterloo,A,1850 Logan Ave,Waterloo,IA,50703,"1850 Logan Ave
Waterloo, IA 50703
(42.527132, -92.337563)",10/01/2018
4760,Walgreens #07455 / Waterloo,A,111 W Ridgeway Ave,Waterloo,IA,50701,"111 W Ridgeway Ave
Waterloo, IA 50701
(42.469401, -92.357476)",10/01/2018
4761,Walgreens #03590 / Waterloo,A,3910 University Ave,Waterloo,IA,50701,"3910 University Ave
Waterloo, IA 50701
(42.505004, -92.402918)",10/01/2018
4770,Casey's General Store #3080 / Hudson,A,"354, E Eldora Rd",Hudson,IA,50643,"354, E Eldora Rd
Hudson, IA 50643
(42.409554, -92.449412)",10/01/2018
4771,Cenex Gas Station,I,"502, E Ave NW",Cedar Rapids,IA,52402,"502, E Ave NW
Cedar Rapids, IA 52402
(41.977958, -91.680323)",10/01/2018
4773,"Fast Mart 2, LLC",I,2704 Vine St,West Des Moines,IA,50265,"2704 Vine St
West Des Moines, IA 50265
(41.580206, -93.741511)",10/01/2018
4774,Casey's General Store #3034 / Estherville,A,"1615, Central Ave",Estherville,IA,51334,"1615, Central Ave
Estherville, IA 51334
(43.402229, -94.822033)",10/01/2018
4775,Casey's General Store #37 / Dakota City,A,"502, Main",Dakota City,IA,50529,"502, Main
Dakota City, IA 50529
(42.721419, -94.200785)",10/01/2018
4777,Casey's General Store #1365 / Paullina,A,319 E Grand Ave,Paullina,IA,51046,"319 E Grand Ave
Paullina, IA 51046
(42.982805, -95.68472)",10/01/2018
4778,Casey's General Store #3030 / Storm Lake,A,825 Fundt Dr,Storm Lake,IA,50588,"825 Fundt Dr
Storm Lake, IA 50588
(42.646522, -95.190566)",10/01/2018
4782,Casey's General Store #2529 / Lamoni,A,406 E Main St,Lamoni,IA,50140,"406 E Main St
Lamoni, IA 50140
(40.62366, -93.92909)",10/01/2018
4783,Casey's General Store #1684 / Emmetsburg,A,2406 Main St,Emmetsburg,IA,50536,"2406 Main St
Emmetsburg, IA 50536
(43.111911, -94.68211)",10/01/2018
4785,Casey's General Store #2835 / Avoca,A,1019 N Chestnut St,Avoca,IA,51521,"1019 N Chestnut St
Avoca, IA 51521
(41.485575, -95.336353)",10/01/2018
4786,Casey's General Store #1706 / Winterset,A,1021 N 1st St,Winterset,IA,50273,"1021 N 1st St
Winterset, IA 50273
(41.343626, -94.013479)",10/01/2018
4787,380BP / Swisher,A,2722 NE 120th St,Swisher,IA,52338,"2722 NE 120th St
Swisher, IA 52338
(41.847894, -91.664592)",10/01/2018
4788,Walgreens #12580 / Cedar Rapids,A,324 Edgewood Rd NW,Cedar Rapids,IA,52405,"324 Edgewood Rd NW
Cedar Rapids, IA 52405
(41.975039, -91.715942)",10/01/2018
4789,Katy Did's General Store,A,419 Merrill St,Bussey,IA,50044,"419 Merrill St
Bussey, IA 50044
(41.204759, -92.886643)",10/01/2018
4790,Mediapolis Fast Break,A,"109, Wapello St",Mediapolis,IA,52405,"109, Wapello St
Mediapolis, IA 52405
(41.007416, -91.170025)",10/01/2018
4791,Walgreens #05470 / Sioux City,A,4650 Morningside Ave,Sioux City,IA,51106,"4650 Morningside Ave
Sioux City, IA 51106
(42.470416, -96.347085)",10/01/2018
4792,Casey's General Store #2899 / De Soto,A,1100 Greene St,De Soto,IA,50069,"1100 Greene St
De Soto, IA 50069
(41.614398, -94.020643)",10/01/2018
4793,Fort Madison Fast Break,A,5002 Avenue O,Fort Madison,IA,52627,"5002 Avenue O
Fort Madison, IA 52627
(40.624074, -91.377416)",10/01/2018
4794,Smokin' Joe's #17 Tobacco and Liquor Outlet,A,110 S Roosevelt Hwy 61,Burlington,IA,52601,"110 S Roosevelt Hwy 61
Burlington, IA 52601
(40.809437, -91.141203)",10/01/2018
4795,Walgreens #00359 / Des Moines,A,2545 E Euclid Ave,Des Moines,IA,50317,"2545 E Euclid Ave
Des Moines, IA 50317
(41.627702, -93.568668)",10/01/2018
4796,Walgreens #04714 / Des Moines,A,4555 Fleur Dr,Des Moines,IA,50321,"4555 Fleur Dr
Des Moines, IA 50321
(41.542957, -93.644941)",10/01/2018
4797,Walgreens #05362 / Des Moines,A,1330 E University Ave,Des Moines,IA,50316,"1330 E University Ave
Des Moines, IA 50316
(41.600612, -93.601331)",10/01/2018
4798,Walgreens #05721 / Des Moines,A,3140 SE 14th St,Des Moines,IA,50320,"3140 SE 14th St
Des Moines, IA 50320
(41.555952, -93.596914)",10/01/2018
4799,Walgreens #05777 / Des Moines,A,2930 E University Ave,Des Moines,IA,50317,"2930 E University Ave
Des Moines, IA 50317
(41.600575, -93.559285)",10/01/2018
4800,Walgreens #07968 / Des Moines,A,6200 SE 14th St,Des Moines,IA,50320,"6200 SE 14th St
Des Moines, IA 50320
(41.5282, -93.596871)",10/01/2018
4801,Walgreens #05852 / Des Moines,A,3030 University Ave,Des Moines,IA,50311,"3030 University Ave
Des Moines, IA 50311
(41.60037, -93.658747)",10/01/2018
4802,Walgreens #07452 / Des Moines,A,4415 Douglas Ave,Des Moines,IA,50310,"4415 Douglas Ave
Des Moines, IA 50310
(41.62949, -93.678747)",10/01/2018
4803,Walgreens #07453 / Des Moines,A,104 E Euclid Ave,Des Moines,IA,50313,"104 E Euclid Ave
Des Moines, IA 50313
(41.627683, -93.617218)",10/01/2018
4804,Walgreens #07833 / Des Moines,A,3501 Ingersoll Ave,Des Moines,IA,50312,"3501 Ingersoll Ave
Des Moines, IA 50312
(41.586323, -93.664571)",10/01/2018
4805,Liquor Tobacco & Grocery / Fort Dodge,A,902 1st Ave N,Fort Dodge,IA,50501,"902 1st Ave N
Fort Dodge, IA 50501
(42.506332, -94.186138)",10/01/2018
4806,Giri's Liquor Store / West Liberty,A,"1006, N Columbus St",West Liberty,IA,52776,"1006, N Columbus St
West Liberty, IA 52776
(41.578585, -91.260581)",10/01/2018
4807,Williamsburg Foods,A,"103, W Walnut St",Williamsburg,IA,52361,"103, W Walnut St
Williamsburg, IA 52361
(41.662819, -92.007391)",10/01/2018
4808,CB Quick Stop / Council Bluffs,A,"3500, Ave A",Council Bluffs,IA,51501,"3500, Ave A
Council Bluffs, IA 51501
(41.262812, -95.902474)",10/01/2018
4810,Kum & Go #518 / Ankeny,A,3603 NE Otterview Circle,Ankeny,IA,50021,"3603 NE Otterview Circle
Ankeny, IA 50021
(41.760989, -93.572458)",10/01/2018
4811,Casey's General Store #1327 / Lovilia,A,1807 Hwy 5 S,Lovilia,IA,50150,"1807 Hwy 5 S
Lovilia, IA 50150
(41.135611, -92.906673)",10/01/2018
4813,USA Food and Gas / Grand Mound,I,2293 Hwy 30,Grand Mound,IA,52751,"2293 Hwy 30
Grand Mound, IA 52751
(41.828025, -90.646331)",10/01/2018
4817,Casey's General Store #3217 / Knoxville,A,"1201, E Main St",Knoxville,IA,50138,"1201, E Main St
Knoxville, IA 50138
(41.318981, -93.086255)",10/01/2018
4818,Decorah Mart,A,"303, College Dr",Decorah,IA,52101,"303, College Dr
Decorah, IA 52101
(43.307662, -91.796988)",10/01/2018
4819,Super Stop 2 / Altoona,A,2635 Adventureland Dr,Altoona,IA,50009,"2635 Adventureland Dr
Altoona, IA 50009
(41.65854, -93.494642)",10/01/2018
4821,Casey's General Store #3215 / Oskaloosa,A,901 S Market St,Oskaloosa,IA,52577,"901 S Market St
Oskaloosa, IA 52577
(41.287632, -92.645075)",10/01/2018
4823,Casey's General Store #3223 / Creston,A,903 N Sumner Ave,Creston,IA,50801,"903 N Sumner Ave
Creston, IA 50801
(41.066824, -94.372568)",10/01/2018
4824,Casey's General Store #3224 / Creston,A,301 W Taylor St,Creston,IA,50801,"301 W Taylor St
Creston, IA 50801
(41.049199, -94.364142)",10/01/2018
4825,Casey's General Store #3212 / Osceola,A,100 W McLANE ST,Osceola,IA,50213,"100 W McLANE ST
Osceola, IA 50213
(41.030603, -93.765708)",10/01/2018
4827,Sauce,I,108 E COLLEGE ST,Iowa City,IA,52240,"108 E COLLEGE ST
Iowa City, IA 52240
(41.658979, -91.533522)",10/01/2018
4828,Casey's General Store #3228 / Marshalltown,A,916 E Main St,Marshalltown,IA,50158,"916 E Main St
Marshalltown, IA 50158
(42.049238, -92.896473)",10/01/2018
4829,Central City 2,A,1501 Michigan Ave,Des Moines,IA,50314,"1501 Michigan Ave
Des Moines, IA 50314
(41.60572, -93.613739)",10/01/2018
4831,L & M Gas & Grocery / Boone,A,"320, W Mamie Eisenhower Ave",Boone,IA,50036,"320, W Mamie Eisenhower Ave
Boone, IA 50036
(42.05934, -93.896855)",10/01/2018
4834,Muscatine Fast Break,I,2603 Second Ave,Muscatine,IA,52761,"2603 Second Ave
Muscatine, IA 52761
(41.451884, -91.034915)",10/01/2018
4836,Kum & Go #52 / Iowa City,A,25 W Burlington St,Iowa City,IA,52240,"25 W Burlington St
Iowa City, IA 52240
(41.657904, -91.537252)",10/01/2018
4837,Kum & Go #51 / Iowa City,A,323 E Burlington St,Iowa City,IA,52240,"323 E Burlington St
Iowa City, IA 52240
(41.657837, -91.530633)",10/01/2018
4838,Casey's General Store #2448 / Ogden,A,"102, W Veterans Dr",Ogden,IA,50212,"102, W Veterans Dr
Ogden, IA 50212
(42.03201, -94.028392)",10/01/2018
4839,DS Services LLC,I,87 8th St N,Northwood,IA,50459,"87 8th St N
Northwood, IA 50459
(43.444481, -93.220898)",10/01/2018
4840,Independence Ave Liquor & Food / Waterloo,I,1761 Independence Ave,Waterloo,IA,50707,"1761 Independence Ave
Waterloo, IA 50707
(42.498404, -92.302514)",10/01/2018
4841,Cozy Mart,I,2920 W Locust St,Davenport,IA,52804,"2920 W Locust St
Davenport, IA 52804
(41.538161, -90.619947)",10/01/2018
4843,Stewart Road Fast Break,A,2418 Stewart Rd,Muscatine,IA,52761,"2418 Stewart Rd
Muscatine, IA 52761
(41.390911, -91.072652)",10/01/2018
4844,Iowa City Fast Break,A,"2580, Naples Ave",Iowa City,IA,52240,"2580, Naples Ave
Iowa City, IA 52240
(41.632792, -91.571064)",10/01/2018
4845,3rd St Convenience,I,"216, 3rd St SE",Cedar Rapids,IA,52401,"216, 3rd St SE
Cedar Rapids, IA 52401
(41.977896, -91.666081)",10/01/2018
4846,Casey's General Store #2697 / Onawa,A,"706, 10th St",Onawa,IA,51040,"706, 10th St
Onawa, IA 51040
(42.030357, -96.097205)",10/01/2018
4857,Westland Fast Break,A,1108 W Agency Rd,West Burlington,IA,52655,"1108 W Agency Rd
West Burlington, IA 52655
(40.811817, -91.169516)",10/01/2018
4858,Hwy 34 Truckstop,A,4305 W Mt Pleasant,West Burlington,IA,52655,"4305 W Mt Pleasant
West Burlington, IA 52655
(40.82658, -91.208324)",10/01/2018
4859,Circle K #6604 / Burlington,A,421 N Main St,Burlington,IA,52601,"421 N Main St
Burlington, IA 52601
(40.811112, -91.101093)",10/01/2018
4861,The Station / Cedar Rapids,A,3645 Stone Creek Circle SW,Cedar Rapids,IA,52404,"3645 Stone Creek Circle SW
Cedar Rapids, IA 52404
(41.943626, -91.747514)",10/01/2018
4862,Pronto Market / Kingsley,I,101 MAIN ST,Kingsley,IA,51028,"101 MAIN ST
Kingsley, IA 51028
(42.587074, -95.967322)",10/01/2018
4863,White Cross Cellars,A,755 48th AVE,Amana,IA,52203,"755 48th AVE
Amana, IA 52203
(41.798346, -91.865602)",10/01/2018
4864,CLINTON LIQUOR & CONVENIENCE STORE,A,1641 S Bluff Blvd,Clinton,IA,52733,"1641 S Bluff Blvd
Clinton, IA 52733
(41.833351, -90.225022)",10/01/2018
4866,Tobacco Hut #18 / Council Bluffs,A,429 Veterans Memorial,Council Bluffs,IA,51501,"429 Veterans Memorial
Council Bluffs, IA 51501
(41.219624, -95.851844)",10/01/2018
4867,Speedy Gas N Shop,A,430 S 35th St,Council Bluffs,IA,51501,"430 S 35th St
Council Bluffs, IA 51501
(41.257663, -95.902023)",10/01/2018
4868,Kum & Go #59 / Waukee,A,400 Prairie Bluff Dr,Waukee,IA,50263,"400 Prairie Bluff Dr
Waukee, IA 50263
(41.565606, -93.880018)",10/01/2018
4878,Shortee's Pit Stop,A,"215, S Rerick Ave",Primghar,IA,51245,"215, S Rerick Ave
Primghar, IA 51245
(43.085223, -95.624301)",10/01/2018
4879,Sam's Mini Mart / Morningside Ave Sioux City,A,4218 MORNINGSIDE AVE,Sioux City,IA,51106,"4218 MORNINGSIDE AVE
Sioux City, IA 51106
(42.47063, -96.352851)",10/01/2018
4880,Casey's General Store #1567 / Anita,A,912 Main St,Anita,IA,50020,"912 Main St
Anita, IA 50020
(41.44353, -94.767946)",10/01/2018
4881,Sperry One Stop Shop LLC,I,516 Hwy 141,Coon Rapids,IA,50058,"516 Hwy 141
Coon Rapids, IA 50058
(41.865913, -94.678374)",10/01/2018
4882,Casey's General Store #3026 / St Charles,A,209 E Main St,St Charles,IA,50240,"209 E Main St
St Charles, IA 50240
(41.288487, -93.803774)",10/01/2018
4885,SNK Gas & Food LLC,A,"18820, Bellevue Cascade Rd",Zwingle,IA,52079,"18820, Bellevue Cascade Rd
Zwingle, IA 52079
(42.240381, -90.676817)",10/01/2018
4887,Kum & Go #66 / West Des Moines,A,5308 University Ave,West Des Moines,IA,50266,"5308 University Ave
West Des Moines, IA 50266
(41.60046, -93.778685)",10/01/2018
4888,Circle S Bluff Stop,A,302 1st St,Sergeant Bluff,IA,51054,"302 1st St
Sergeant Bluff, IA 51054
(42.400333, -96.361378)",10/01/2018
4889,Fast Trip / Des Moines,I,1516 SE  1st St,Des Moines,IA,50315,"1516 SE 1st St
Des Moines, IA 50315
(41.575929, -93.613469)",10/01/2018
4890,Casey's General Store #3210 / Urbandale,A,4400 128th St,Urbandale,IA,50323,"4400 128th St
Urbandale, IA 50323",10/01/2018
4892,Sara Mini Mart,I,1026 W River Dr,Davenport,IA,52802,"1026 W River Dr
Davenport, IA 52802
(41.520158, -90.588375)",10/01/2018
4893,Casey's General Store #3098 / WDM,A,105 Grand Ave,West Des Moines,IA,50265,"105 Grand Ave
West Des Moines, IA 50265
(41.582697, -93.70379)",10/01/2018
4895,Big Discount Liquor,I,5427 Center Point Rd NE,Cedar Rapids,IA,52402,"5427 Center Point Rd NE
Cedar Rapids, IA 52402
(42.03348, -91.668086)",10/01/2018
4896,Barrys Mini Mart,A,"403, Chestnut St",Harpers Ferry,IA,52146,"403, Chestnut St
Harpers Ferry, IA 52146
(43.200579, -91.152756)",10/01/2018
4897,Gasland #102 / Burlington,A,1703 Mt Pleasant St,Burlington,IA,52601,"1703 Mt Pleasant St
Burlington, IA 52601
(40.819885, -91.121931)",10/01/2018
4898,Burlington Shell,A,"130, S Roosevelt Ave",Burlington,IA,52601,"130, S Roosevelt Ave
Burlington, IA 52601
(40.808239, -91.140986)",10/01/2018
4899,Graettinger Market,A,"124, W Robins St",Graettinger,IA,51342,"124, W Robins St
Graettinger, IA 51342
(43.237678, -94.750949)",10/01/2018
4900,Kwik Stop 4 / Waterloo,I,515 Broadway St,Waterloo,IA,50703,"515 Broadway St
Waterloo, IA 50703
(42.510792, -92.345106)",10/01/2018
4901,Fareway Stores #137 / Polk City,A,1101 S 5th St,Polk City,IA,50226,"1101 S 5th St
Polk City, IA 50226
(41.763876, -93.719323)",10/01/2018
4902,Broadway Liquor,A,821 Broadway St,Waterloo,IA,50703,"821 Broadway St
Waterloo, IA 50703
(42.513772, -92.345144)",10/01/2018
4903,Honey Creek Resort State Park,I,12633 RESORT DR,Moravia,IA,52571,"12633 RESORT DR
Moravia, IA 52571",10/01/2018
4904,Larchwood Quick Stop,A,832 Broadway St,Larchwood,IA,51241,"832 Broadway St
Larchwood, IA 51241
(43.45255, -96.43415)",10/01/2018
4910,Prime Mart #3 / Waterloo,A,1008 Laporte Rd,Waterloo,IA,50702,"1008 Laporte Rd
Waterloo, IA 50702
(42.47658, -92.322988)",10/01/2018
4914,Prime Mart / Center St,I,2728 Center St,Cedar Falls,IA,50613,"2728 Center St
Cedar Falls, IA 50613
(42.561054, -92.455972)",10/01/2018
4915,Casey's General Store #2429 / Bettendorf,A,"3902, State St",Bettendorf,IA,52722,"3902, State St
Bettendorf, IA 52722
(41.53064, -90.47859)",10/01/2018
4917,Kum & Go #115 / Perry,A,1115 Ia Hwy 141,Perry,IA,50220,"1115 Ia Hwy 141
Perry, IA 50220
(41.830334, -94.10386)",10/01/2018
4919,Kum & Go #4084 / Altoona,I,101 8th St SW,Altoona,IA,50009,"101 8th St SW
Altoona, IA 50009
(41.64404, -93.464905)",10/01/2018
4920,Kum & Go #129 / Johnston,I,5225 NW 86th St,Johnston,IA,50131,"5225 NW 86th St
Johnston, IA 50131
(41.655804, -93.736395)",10/01/2018
4921,Market Express,A,5340 16th Ave SW,Cedar Rapids,IA,52404,"5340 16th Ave SW
Cedar Rapids, IA 52404
(41.963888, -91.739906)",10/01/2018
4923,Casey's General Store #2270 / Aurelia,A,"100, Pearl St",Aurelia,IA,51005,"100, Pearl St
Aurelia, IA 51005
(42.712097, -95.437639)",10/01/2018
4924,Abby Lea's,I,2757 Charles City Rd,Nashua,IA,50658,"2757 Charles City Rd
Nashua, IA 50658
(42.959023, -92.547524)",10/01/2018
4925,Kum & Go #574 / Urbandale,I,8600 Meredith Dr,Urbandale,IA,50266,"8600 Meredith Dr
Urbandale, IA 50266
(41.643799, -93.736973)",10/01/2018
4930,Casey's General Store #3251 / Boone,A,1303 SE MARSHALL ST,Boone,IA,50036,"1303 SE MARSHALL ST
Boone, IA 50036
(42.035107, -93.872188)",10/01/2018
4932,B and B West,A,3105 Hudson Rd,Cedar Falls,IA,50613,"3105 Hudson Rd
Cedar Falls, IA 50613
(42.509248, -92.465838)",10/01/2018
4933,River Mart,A,2107 Agency St,Burlington,IA,52601,"2107 Agency St
Burlington, IA 52601
(40.814541, -91.129659)",10/01/2018
4934,Casey's General Store #2811 / Springville,A,"605, 6th St S",Springville,IA,52336,"605, 6th St S
Springville, IA 52336
(42.050954, -91.443745)",10/01/2018
4935,Ali's Liquor,A,1117 E 4th St,Waterloo,IA,50703,"1117 E 4th St
Waterloo, IA 50703
(42.507683, -92.332774)",10/01/2018
4937,ROCSTOP,A,1310 W Sheridan Ave,Shenandoah,IA,51601,"1310 W Sheridan Ave
Shenandoah, IA 51601
(40.765869, -95.38464)",10/01/2018
4938,Pronto Market,A,201 S Main St,Hazleton,IA,50641,"201 S Main St
Hazleton, IA 50641
(42.615512, -91.905521)",10/01/2018
4940,Cambridge Country Store,I,301 WATER ST,Cambridge,IA,50046,"301 WATER ST
Cambridge, IA 50046
(41.899481, -93.529231)",10/01/2018
4941,Kum & Go #170 / Urbandale,A,6990 Douglas Ave,Urbandale,IA,50322,"6990 Douglas Ave
Urbandale, IA 50322
(41.629415, -93.711902)",10/01/2018
4883,K & L Foods,I,"118, S Main St",Sigourney,IA,52591,"118, S Main St
Sigourney, IA 52591
(41.332944, -92.205098)",10/01/2018
4884,Tobacco Hut #11 / Sioux City,A,"4523, Morningside Ave",Sioux City,IA,51106,"4523, Morningside Ave
Sioux City, IA 51106
(42.470479, -96.348659)",10/01/2018
4926,GS Super Stop,I,4923 Merle Hay Rd,Des Moines,IA,50322,"4923 Merle Hay Rd
Des Moines, IA 50322
(41.649339, -93.697356)",10/01/2018
4927,Kum & Go #576 / West Des Moines,A,3501 Ep True Pkwy,West Des Moines,IA,50265,"3501 Ep True Pkwy
West Des Moines, IA 50265
(41.570151, -93.752572)",10/01/2018
4928,Shop n Save / 6th Ave,I,1829 6th Ave,Des Moines,IA,50314,"1829 6th Ave
Des Moines, IA 50314
(41.611018, -93.625814)",10/01/2018
4929,Casey's General Store #1680 / Adel,A,816 Greene St,Adel,IA,50003,"816 Greene St
Adel, IA 50003
(41.614408, -94.018348)",10/01/2018
4942,East Village Pantry,A,333 E GRAND AVE,Des Moines,IA,50309,"333 E GRAND AVE
Des Moines, IA 50309
(41.590253, -93.613492)",10/01/2018
4943,Kwik Shop / Eldon,I,"205, 4th St",Eldon,IA,52554,"205, 4th St
Eldon, IA 52554
(40.917809, -92.222591)",10/01/2018
4911,Casey's General Store #1061 / Princeton,A,500 Hwy 67 N,Princeton,IA,52768,"500 Hwy 67 N
Princeton, IA 52768
(41.677287, -90.340914)",10/01/2018
4912,Casey's General Store #2531 / Eldridge,A,"840, E Le Claire Rd",Eldridge,IA,52748,"840, E Le Claire Rd
Eldridge, IA 52748
(41.654692, -90.572547)",10/01/2018
4944,Jiffy Express / Martensdale,A,"290, Hwy 28",Martensdale,IA,50160,"290, Hwy 28
Martensdale, IA 50160
(41.373366, -93.737459)",10/01/2018
4945,Osage Liquors,A,"508, Main St",Osage,IA,50461,"508, Main St
Osage, IA 50461
(43.284116, -92.814028)",10/01/2018
4947,The Music Station,A,1420 W First St,Cedar Falls,IA,50647,"1420 W First St
Cedar Falls, IA 50647
(42.537839, -92.462826)",10/01/2018
4948,Wheatland Day Break,A,102 W Hwy 30,Wheatland,IA,52777,"102 W Hwy 30
Wheatland, IA 52777
(41.82906, -90.841518)",10/01/2018
4949,River Drive Smoke Shop,A,"828, W River Dr",Davenport,IA,52802,"828, W River Dr
Davenport, IA 52802
(41.520238, -90.585656)",10/01/2018
4950,Kum & Go #514 / Cedar Rapids,A,1420 Mt Vernon Rd,Cedar Rapids,IA,52403,"1420 Mt Vernon Rd
Cedar Rapids, IA 52403
(41.97769, -91.651424)",10/01/2018
4952,Sub Express & Gas,I,4307 W Locust St,Davenport,IA,52804,"4307 W Locust St
Davenport, IA 52804
(41.538148, -90.637353)",10/01/2018
4953,Tri Stop,A,302 Hwy 136,Lost Nation,IA,52254,"302 Hwy 136
Lost Nation, IA 52254
(41.967498, -90.817528)",10/01/2018
4956,The Cooler,A,"4920, Johnson Ave NW",Cedar Rapids,IA,52405,"4920, Johnson Ave NW
Cedar Rapids, IA 52405
(41.967997, -91.734311)",10/01/2018
4957,Kimmes Wall Lake Country Store,I,129 Center St,Wall Lake,IA,51466,"129 Center St
Wall Lake, IA 51466
(42.271309, -95.090639)",10/01/2018
4958,Five Corners Liquor & Wine,A,809 E 18th St,Cedar Falls,IA,50613,"809 E 18th St
Cedar Falls, IA 50613
(42.5214, -92.436845)",10/01/2018
4959,Bani's,A,2128 College St,Cedar Falls,IA,50613,"2128 College St
Cedar Falls, IA 50613
(42.518018, -92.455801)",10/01/2018
4960,AJ's Liquor III,A,2401 A Chamberlain St,Ames,IA,50010,"2401 A Chamberlain St
Ames, IA 50010
(42.021456, -93.648959)",10/01/2018
4961,Kwik Stop / Cedar Cross,I,1200 Cedar Cross Rd,Dubuque,IA,52003,"1200 Cedar Cross Rd
Dubuque, IA 52003
(42.475422, -90.704989)",10/01/2018
4962,Hilltop Grocery,A,1312 Harrison St,Davenport,IA,52803,"1312 Harrison St
Davenport, IA 52803
(41.533266, -90.577225)",10/01/2018
4967,Jeff's Market / Blue Grass,A,"102, W Mayne St",Blue Grass,IA,52726,"102, W Mayne St
Blue Grass, IA 52726
(41.509119, -90.766126)",10/01/2018
4968,Casey's General Store #3042 / Brooklyn,A,"106, W 2nd St",Brooklyn,IA,52211,"106, W 2nd St
Brooklyn, IA 52211
(41.7301, -92.445853)",10/01/2018
4969,Lake Liquors Wine and Spirits,A,910 N 8th St W,Clear Lake,IA,50428,"910 N 8th St W
Clear Lake, IA 50428
(43.142775, -93.396651)",10/01/2018
4970,Jeff's Market / West Liberty,A,"200, E 3rd St",West Liberty,IA,52776,"200, E 3rd St
West Liberty, IA 52776
(41.569916, -91.261587)",10/01/2018
4971,Fareway Stores #138 / Pleasant Hill,A,"5500, E University Ave",Pleasant Hill,IA,50327,"5500, E University Ave
Pleasant Hill, IA 50327
(41.599274, -93.505732)",10/01/2018
4972,Quillins Quality Foods Monona,A,808 S Main St,Monona,IA,52159,"808 S Main St
Monona, IA 52159
(43.044875, -91.389805)",10/01/2018
4973,Quillins Quality Foods West Union,A,"303, Hwy 150 N",West Union,IA,52175,"303, Hwy 150 N
West Union, IA 52175
(42.965065, -91.814402)",10/01/2018
4974,Super Stop  SE 14th,I,"727, SE  14th St",Des Moines,IA,50317,"727, SE 14th St
Des Moines, IA 50317
(41.581689, -93.596783)",10/01/2018
4975,Walgreens #15647 / Sioux City,A,1900 Hamilton Blvd,Sioux City,IA,51104,"1900 Hamilton Blvd
Sioux City, IA 51104
(42.511229, -96.4167)",10/01/2018
4978,Prime Mart / Waterloo,A,3535 Marigold Dr,Waterloo,IA,50702,"3535 Marigold Dr
Waterloo, IA 50702
(42.435434, -92.291335)",10/01/2018
4979,Sam Liquor,I,1500 1st Ave NE,Cedar Rapids,IA,52402,"1500 1st Ave NE
Cedar Rapids, IA 52402
(41.988229, -91.652082)",10/01/2018
4980,Pronto BP,A,7305 Laporte Rd,Washburn,IA,50702,"7305 Laporte Rd
Washburn, IA 50702
(42.409095, -92.264665)",10/01/2018
4981,Sinclair Food Mart,A,206 N Main St,Traer,IA,50675,"206 N Main St
Traer, IA 50675
(42.196408, -92.465474)",10/01/2018
